name,homepage_url,results_url
Levi's,https://www.levi.com,https://levistraussandco.wd5.myworkdayjobs.com/External?q=data%20scientist&jobFamily=cf6792ac2be9108725e1745ccf0b58c2&jobFamily=cf6792ac2be9108725e177963ba358c4&jobFamily=cf6792ac2be9108725e17a89ecab58c6&jobFamily=cf6792ac2be9108725e17d9275a358c8&jobFamily=cf6792ac2be9108725e18062c7fb58ca&jobFamily=cf6792ac2be9108725e18966bbeb58d0&jobFamily=cf6792ac2be9108725e18c6ec3fb58d2&jobFamily=cf6792ac2be9108725e18f452ceb58d4&jobFamily=cf6792ac2be9108725e192041a2358d6&jobFamily=cf6792ac2be9108725e1950e589b58d8&jobFamily=cf6792ac2be9108725e197bd8e6358da&jobFamily=cf6792ac2be9108725e19d67b4ab58de&jobFamily=cf6792ac2be9108725e1a036f59358e0&jobFamily=cf6792ac2be9108725e1a313231358e2&jobFamily=cf6792ac2be9108725e1a5e211f358e4&jobFamily=cf6792ac2be9108725e1a8b9bb3358e6&jobFamily=cf6792ac2be9108725e1ab796fa358e8&jobFamily=cf6792ac2be9108725e1ae27075b58ea&jobFamily=cf6792ac2be9108725e1b104cb1b58ec&jobFamily=cf6792ac2be9108725e1b3b1e5d358ee&jobFamily=cf6792ac2be9108725e1b6ab4fb358f0&jobFamily=cf6792ac2be9108725e1b97f2c4b58f2&jobFamily=cf6792ac2be9108725e1bc7b787358f4&jobFamily=cf6792ac2be9108725e1bf827eb358f6&jobFamily=cf6792ac2be9108725e1c2558c4358f8&jobFamily=cf6792ac2be9108725e1c833881358fc&jobFamily=cf6792ac2be9108725e1cb13768358fe&jobFamily=cf6792ac2be9108725e1ce4ad7ab5900&jobFamily=cf6792ac2be9108725e1d43a86bb5904&jobFamily=cf6792ac2be9108725e1d70284435906&jobFamily=cf6792ac2be9108725e1d9c4bd3b5908&jobFamily=cf6792ac2be9108725e1dcc1e80b590a&jobFamily=cf6792ac2be9108725e1dfaabfbb590c&jobFamily=cf6792ac2be9108725e1e2a615cb590e&jobFamily=cf6792ac2be9108725e1e59765735910&jobFamily=cf6792ac2be9108725e1e87eb6835912&jobFamily=cf6792ac2be9108725e1eb71a8235914&jobFamily=cf6792ac2be9108725e1ee63170b5916&jobFamily=cf6792ac2be9108725e1f17e3da35918&jobFamily=cf6792ac2be9108725e1f4648513591a&jobFamily=cf6792ac2be9108725e1f74e00d3591c&jobFamily=cf6792ac2be9108725e2032a74db5924&jobFamily=cf6792ac2be9108725e2060dca635926&jobFamily=143de3b0ec17101e18b11ae6da2fd2f1&jobFamily=143de3b0ec17101e18bb37f1c62fd324&jobFamily=143de3b0ec17101e18c1866baeafd32a&jobFamily=143de3b0ec17101e18c8e085dfb7d33d&jobFamily=143de3b0ec17101e18cee7d26857d343&jobFamily=143de3b0ec17101e18e8fc93a11fd393&jobFamily=143de3b0ec17101e190293c9e797d3db&jobFamily=143de3b0ec17101e190f79958487d3ed&jobFamily=0bd4110fb9ee102f9e236f45683f9723&jobFamily=45e520760c9c0141d387bb0ee4a1ff14&jobFamily=b2af15f37e01012e89bca49755c84c08&jobFamily=b04d9cf01e2f01e7e72fbfee58d8c553&jobFamily=b04d9cf01e2f01e8a3421afa58d8db53
Lidl US,https://www.lidl.com,"https://careers.lidl.com/job-search?page=1&query=data&filter={%22contract_type%22:[],%22employment_area%22:[],%22entry_level%22:[]}&with_event=true&hash="
"Lithia Motors (Driveway""",https://www.lithiainvestorrelations.com/,https://careers.lithiadriveway.com/opportunities?
"Living Spaces""",https://www.livingspaces.com,https://livingspaces.wd5.myworkdayjobs.com/ls?q=data
LL Flooring,https://www.llflooring.com,https://secure.entertimeonline.com/ta/CBIZ754aa.careers?CareersSearch=&ein_id=85255304&career_portal_id=3260421&lang=en-US
Lowe's,https://www.lowes.com,https://talent.lowes.com/us/en/c/corporate-jobs
Lucky Supermarkets,https://www.luckysupermarkets.com,https://savemart.csod.com/ux/ats/careersite/27/home?c=savemart&sq=data
Lululemon,https://shop.lululemon.com,https://careers.lululemon.com/en_US/careers/SearchCareer/data%20scientist?1173=15151&1173_format=2753&listFilterMode=1&jobRecordsPerPage=10&
Lunds & Byerlys,https://lundsandbyerlys.com,https://lundsandbyerlys.applicantpro.com/jobs/?unit=Corporate_Support_Office
Lush Cosmetics,https://www.lush.com/us/en_us,https://job-boards.greenhouse.io/lush?keyword=data
"LVMH (US""",https://www.lvmh.com,https://www.lvmh.com/en/join-us/our-job-offers?PRD-en-us-timestamp-desc%5Bquery%5D=data
Macy's,https://www.macys.com,https://ebwh.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=data+scientist&mode=location
Mango,https://shop.mango.com/us,https://mango.wd3.myworkdayjobs.com/en-US/Mango_Work_Your_Passion?q=data&locationCountry=bc33aa3152ec42d4995f4791a106ed09
Market Basket (Texas,https://www.marketbasketfoods.com,https://marketbasketfoods.com/job
Marshalls,https://www.marshalls.com,https://jobs.tjx.com/global/en/search-results?keywords=data%20scientist
Mattress Firm,https://www.mattressfirm.com,https://mattressfirm.wd1.myworkdayjobs.com/MattressFirmCareers?q=data
Maverik,https://www.maverik.com,https://jobs.maverik.com/search/jobs?q=data+scientist&location=
Mavis Tires & Brakes,https://www.mavis.com,https://mavistire.applicantpro.com/jobs/
Meijer,https://www.meijer.com,https://meijer.wd5.myworkdayjobs.com/en-US/Meijer?q=data
Men's Wearhouse,https://www.menswearhouse.com,https://apply.tailoredbrands.com/careers?hl=en-US&domain=tailoredbrands.com&query=data&start=0&pid=30823031&sort_by=solr&filter_job_category=stores&filter_brand=the%2520men%2527s%2520wearhouse%252C%2520llc
Menards,https://www.menards.com,https://recruit.hirebridge.com/v3/CareerCenter/v2/?cid=5535
Metro by T-Mobile,https://www.metrobyt-mobile.com,https://careers.t-mobile.com/retail-jobs?keyword=data
Michaels,https://www.michaels.com,https://careers.michaels.com/us/en/search-results?keywords=data
Micro Center,https://www.microcenter.com,https://recruiting.ultipro.com/MIC1003MEI/JobBoard/e3674ed3-2699-442b-aa28-c0b8436281b9/?q=data&o=relevance&f5=tDNqE7I15k-FLDtaMbQJhQ
"Micro Center""",https://www.microcenter.com,https://www.dior.com/carrieres/list.html?searchCriteria[0][key]=LOV13&searchCriteria[0][values][]=8050&searchCriteria[1][key]=america&searchCriteria[1][values][]=on
Mitsuwa Marketplace,https://mitsuwa.com,https://recruit.mitsuwa.com/explore-jobs/
"Monoprice""",https://www.monoprice.com,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=03dbe20f-c626-4f36-b575-b5490a2d26d1&ccId=19000101_000001&type=MP&lang=en_US
Monro Auto Service and Tire Centers,https://www.monro.com,https://corporate.monro.com/careers/search/?limit=10&keyword=data
"Montblanc (Richemont""",https://www.montblanc.com/en-us,https://jobs.richemont.com/Montblanc/search/?createNewAlert=false&q=data+scientist&locationsearch=&optionsFacetsDD_facility=&optionsFacetsDD_country=&optionsFacetsDD_department=&optionsFacetsDD_shifttype=&optionsFacetsDD_customfield5=&optionsFacetsDD_customfield4=&optionsFacetsDD_customfield3=
Moosejaw,https://www.moosejaw.com,https://www.dickssportinggoods.jobs/jobs/?filter%5Bbrand%5D%5B%5D=Public+Lands&keyword=data&filter%5Bjob_type%5D=&filter%5Bcategory%5D%5B%5D=Store+Hourly&filter%5Bcategory%5D%5B%5D=Store+Management&searchlocation=&search-btn=
Mother's Market & Kitchen,https://www.mothersmarket.com,https://jobs.jobvite.com/mothersmarket/jobs/viewall
MSC Industrial Supply,https://www.mscdirect.com,https://mscdirect-jobs.dzconnex.com/#/
Murphy USA,https://www.murphyusa.com,https://www.murphyusa.com/murphyusa/job-search#/results?q=data
"MyEyeDr.""",https://www.myeyedr.com,https://careers.myeyedr.com/search/jobs?Keyword+start+typing=data&location=&x=13&y=12
NAPA Auto Parts,https://www.napaonline.com,https://jobs.genpt.com/search-jobs/data%20scientist/505/1
Nash Finch / Family Fare,https://www.shopfamilyfare.com,https://careers.spartannash.com/current-job-openings/?search=data&mylocation=&radius=15&lat=&lng=&brand=Family+Fare&pagesize=20#results
Nectar Sleep (Resident),https://www.nectarsleep.com,https://job-boards.greenhouse.io/residenthome?keyword=data
Neiman Marcus,https://www.neimanmarcus.com,https://neimanmarcus.referrals.selectminds.com/jobs/search/23033037
New Balance,https://www.newbalance.com,https://jobs.newbalance.com/global/en/search-results?keywords=data
New Leaf Community Markets,https://www.newleaf.com,https://www.newleaf.com/work-with-us
New Seasons Market,https://www.newseasonsmarket.com,https://jobs.dayforcehcm.com/en-US/gfh/NewSeasonsMarketExternalExternal?searchText=data
"Newegg""",https://www.newegg.com,https://myjobs.adp.com/newegg/cx/job-listing?keyword=data
Nike,https://www.nike.com,https://careers.nike.com/jobs?filter%5Bcf_job_category%5D%5B0%5D=Corporate&keyword=data
Nordstrom Rack,https://www.nordstromrack.com,https://careers.nordstrom.com/jobs?keyword=data
Northern Tool + Equipment,https://www.northerntool.com,https://careers.northerntool.com/search/jobs?q=data&location=
Northgate Market,https://www.northgatemarket.com,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=data&mode=location
Nothing Bundt Cakes,https://www.nothingbundtcakes.com,https://recruiting2.ultipro.com/NOT1001BUNDT/JobBoard/1e32096c-4203-47af-bd15-91cecb076761/?q=data&o=relevance&w=&wc=&we=&wpst=
NTB - National Tire & Battery,https://www.ntb.com,https://mavistire.applicantpro.com/jobs/
Nugget Markets,https://www.nuggetmarket.com,https://careers.nuggetmarket.com/openings
O'Reilly Auto Parts,https://www.oreillyauto.com,https://careers.oreillyauto.com/us/en/search-results?keywords=data
Office Depot,https://www.officedepot.com,https://careers.officedepot.com/search/jobs?q=data&ns_location=&radius=&ns_radius=40.2336
Old Navy,https://oldnavy.gap.com,https://www.gapinc.com/en-us/careers/job-search?query=data&currentPage=1&sort=score
Ollie's Bargain Outlet,https://www.ollies.us,https://recruiting.ultipro.com/OLL1000OLLIE/JobBoard/e40f7c9e-d9e9-45b6-8894-dcba52e03981/?q=data&o=relevance&w=&wc=&we=&wpst=
"On Running (On""",https://www.on-running.com/en-us/,https://culture.on.com/jobs/
Oriental Trading,https://www.orientaltrading.com,https://careers-orientaltrading.icims.com/jobs/search?ss=1&searchKeyword=data&searchRelation=keyword_all
OshKosh B'gosh,https://www.oshkosh.com,https://careers.carters.com/jobs?keyword=data
P.C. Richard & Son,https://www.pcrichard.com,https://careers.pcrichard.com/jobs?keywords=data&location=
"PacSun""",https://www.pacsun.com,https://recruiting2.ultipro.com/EDD1000EBLLC/JobBoard/6fb5a475-cea1-435e-89f4-fdc9d00253c1/?q=data&o=relevance&w=&wc=&we=&wpst=
Pandora Jewelry,https://us.pandora.net,https://careers.pandoragroup.com/search/?createNewAlert=false&q=data&locationsearch=US
"Paper Source""",https://www.papersource.com,https://careers.papersource.com/corporate-jobs
Party City,https://www.partycity.com,https://adpopulum.applicantpool.com/jobs/
Patagonia,https://www.patagonia.com,https://careers.patagonia.com/us/en/search-results?keywords=data
Pearle Vision,https://www.pearlevision.com,https://careers.essilorluxottica.com/search/?createNewAlert=false&q=data&optionsFacetsDD_country=&optionsFacetsDD_customfield1=&optionsFacetsDD_customfield2=&optionsFacetsDD_customfield3=&optionsFacetsDD_customfield4=
"Penske Automotive Group""",https://www.penskeautomotive.com,https://pagjobs.com/jobs/?q=data&r=25
Pep Boys,https://www.pepboys.com,https://myjobs.adp.com/pepboyscareers/cx/job-listing?keyword=data
Pet Supermarket,https://www.petsupermarket.com,https://petretailbrands.wd5.myworkdayjobs.com/External_Career_Site_Pet_Supermarket_Inc?q=data
Pet Supplies Plus,https://www.petsuppliesplus.com,https://careers-petsuppliesplus.icims.com/jobs/search?ss=1&searchKeyword=data
Petco,https://www.petco.com,https://careers.petco.com/us/en/search-results?keywords=data
Pete's Market,https://www.petesfresh.com,https://www.petesmarketjobs.com/?keywordsFilter=data
PetSmart,https://www.petsmart.com,https://careers.petsmart.com/jobs?keywords=data
Pier 1 (online,https://www.pier1.com,https://www.indeed.com/cmp/Pier-1-Imports/jobs?q=data&l=#cmp-skip-header-desktop
Pottery Barn,https://www.potterybarn.com,https://ehac.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs?keyword=data&mode=location
Pottery Barn Kids,https://www.potterybarn.com,https://ehac.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs?keyword=data&mode=location
PPG Paints,https://www.ppgpaints.com,https://careers.ppg.com/us/en/search-results?keywords=data
Price Chopper / Market 32,https://www.pricechopper.com,https://careers.northeastgrocery.com/PriceChopper/search/?searchby=location&createNewAlert=false&q=data&locationsearch=&geolocation=
Primark US,https://www.primark.com/en-us,https://careers.primark.com/en/search-jobs/data/8171/1?glat=41.5677&glon=-87.6542
Prime Communications (AT&T Retail),https://www.primecomms.com,https://myjobs.adp.com/primecareers/cx/job-listing?keyword=data
Publix,https://www.publix.com,https://jobs.publix.com/jobs/?job_title=data
Puma,https://us.puma.com,"http://about.puma.com/en/careers/job-openings?area=corporate&location=127&q=data+scientist#jobfinder/%7Bsearch%7D/locR_2ce884b46226495687251f0eca108a3f,locR_d4b2152ed6674f74bdcc83144387bf7e/%7Bsort%7D/true/8"
Purple,https://purple.com,https://purple.wd1.myworkdayjobs.com/purplecareers?q=data
"PVH (Calvin Klein/Tommy""",https://www.pvh.com,https://careers.pvh.com/jobs/search?query=data
"QuickChek""",https://www.quickchek.com,https://careers-qchek.icims.com/jobs/search?ss=1&searchRelation=keyword_all
QuikTrip,https://www.quiktrip.com,https://careers.quiktrip.com/QuikTrip/search/?searchby=distance&createNewAlert=false&q=data&geolocation=&d=10&lat=&lon=&optionsFacetsDD_department=&optionsFacetsDD_customfield2=&optionsFacetsDD_state=
Quill (Staples),https://www.quill.com,https://careers.staples.com/en/search-jobs/data/44412/1
RaceTrac,https://www.racetrac.com,https://careers.racetrac.com/us/en/search-results?keywords=data
"RaceTrac""",https://www.racetrac.com,https://careers.racetrac.com/us/en/search-results
"Rack Room Shoes""",https://www.rackroomshoes.com,https://careers-rackroomshoes.gr8people.com/jobs?page=1&Category=Corporate&remote=false&keyword=data
Raley's,https://www.raleys.com,https://external-raleys.icims.com/jobs/search?ss=1&searchKeyword=data&searchCategory=111248
"Ralph Lauren""",https://www.ralphlauren.com,https://careers.ralphlauren.com/CareersCorporate/SearchJobsCorporate/data?listFilterMode=1
Randalls,https://www.randalls.com,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=data&mode=location
Raymour & Flanigan,https://www.raymourflanigan.com,https://myjobs.adp.com/raymourotp/cx/job-listing?keyword=data
Reasor's,https://reasors.com,https://jobs.brookshires.com/search/?createNewAlert=false&q=data&locationsearch=
REI,https://www.rei.com,https://www.rei.jobs/careers-home/jobs?keywords=data
Rent-A-Center,https://www.rentacenter.com,https://raccareers.com/jobs?keyword=data
RH (Restoration Hardware,https://www.rh.com,https://careers.rh.com/#en/sites/CX_5004/jobs?keyword=data&mode=location
Rocky Mountain Chocolate Factory,https://www.rmcf.com,https://www.rmcf.com/pages/careers
Rooms To Go,https://www.roomstogo.com,https://careers.roomstogo.com/?keywordsFilter=data
Ross Dress for Less,https://www.rossstores.com,https://jobs.rossstores.com/search/searchjobs?keyword=data&geolocationstring=41.894371032714844%2C-87.79010772705078_Oak+Park%2C+IL
Rural King,https://www.ruralking.com,https://careers-ruralking.icims.com/jobs/search?ss=1&searchKeyword=data&searchCompany=8
Saatva,https://www.saatva.com,https://saatva.applytojob.com/
Safeway,https://www.safeway.com,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=data&mode=location
Saks Fifth Avenue,https://www.saksfifthavenue.com,https://www.careersatsaks.com/us/en/search-results?keywords=data
"Saks Fifth Avenue (Corporate""",https://www.asics.com/us,https://www.careersatsaks.com/us/en/search-results?keywords=data
Saks OFF 5TH,https://www.saksoff5th.com,https://www.careersatsaksoff5th.com/job-search?keywords=data
Sally Beauty,https://www.sallybeauty.com,https://eigx.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/jobs?keyword=data&mode=location
"Salomon (Amer Sports""",https://www.salomon.com/en-us,https://careers.smartrecruiters.com/Salomon/salomon-join-us?search=data
Sam's Club,https://www.samsclub.com,"https://careers.walmart.com/results?q=data&page=1&sort=rank&expand=department,brand,type,rate&jobCareerArea=all"
"Samsonite""",https://shop.samsonite.com,https://careers.samsonite.com/#en/sites/CX/jobs?keyword=data&mode=location
Save A Lot,https://savealot.com,https://jobs.dayforcehcm.com/en-US/savealot/CANDIDATEPORTAL?searchText=data
Save Mart,https://www.savemart.com,https://savemart.csod.com/ux/ats/careersite/27/home?c=savemart&sq=data
Scheels,https://www.scheels.com,https://recruiting2.ultipro.com/SCH1015SALS/JobBoard/c9383a65-0ac1-43cb-93e6-1b4baa2974be/?q=data&o=relevance&w=&wc=&we=&wpst=&f4=3cNsJ9e2D1GPy8WpuS3Zaw
Sephora,https://www.sephora.com,https://www.inside-sephora.com/en/usa/join-us?keywords=data&market=7&sort=field_job_priority
Shaw's,https://www.shaws.com,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=data&mode=location
Sheetz,https://www.sheetz.com,https://jobs.sheetz.com/career-path/jobs?keywords=data
"Sherwin-Williams""",https://www.sherwin-williams.com,https://ejhp.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/jobs?keyword=data&mode=location
Shoe Carnival,https://www.shoecarnival.com,https://myjobs.adp.com/shoecarnivalcareers/cx/job-listing?keyword=data
Shoe Palace,https://www.shoepalace.com,https://recruiting2.ultipro.com/SHO1011SOPL/JobBoard/ca87d808-069a-471d-b118-66abf23730a9/?q=data&o=relevance&w=&wc=&we=&wpst=
Sleep Number,https://www.sleepnumber.com,https://careers.sleepnumber.com/us/en/search-results?keywords=data
Smart & Final,https://www.smartandfinal.com,https://chedrauiusa.csod.com/ux/ats/careersite/12/home?c=chedrauiusa&sq=data
Soma,https://www.soma.com,https://jobs.chicos.com/jobs/?search_term=data
"Sonic Automotive""",https://www.sonicautomotive.com,https://jobs.sonicautomotive.com/search?keywords=data
"Sonos""",https://www.sonos.com,https://sonos.wd1.myworkdayjobs.com/sonos?q=data
SpartanNash / Family Fare,https://www.spartannash.com,https://careers.spartannash.com/current-job-openings/?search=data&mylocation=&lat=&lng=&origin=global
Spec's Wines,ÊSpirits & Finer Foods,https://specsonline.com/about-us/job-opportunities/
"Spec's Wines, Spirits & Finer Foods",https://www.specsonline.com,https://specsonline.com/about-us/job-opportunities/
Spectrum (Charter),https://www.spectrum.com/stores,https://jobs.spectrum.com/search-jobs/data/4673-14710/1?fl=6252001&glat=41.5677&glon=-87.6542
"Speedway""",https://www.speedway.com,https://careers.7-eleven.com/search-jobs/data/7/1
Spencer's,https://www.spencersonline.com,https://www.spencersandspiritjobs.com/jobs?keywords=data&location=
"Sportsman's Warehouse""",https://www.sportsmans.com,https://careers.sportsmans.com/career/search/?keywords=data&saStateProv=&siteNo=100
Sprouts Farmers Market,https://www.sprouts.com,https://jobs.sprouts.com/jobs?keywords=data&location=
Staples,https://www.staples.com,https://careers.staples.com/en/search-jobs/data/44412/1?glat=33.749&glon=-84.388
Star Market,https://www.starmarket.com,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/pages/2004
Stater Bros. Markets,https://www.staterbros.com,https://careers.staterbros.com/search/?createNewAlert=false&q=data&locationsearch=&optionsFacetsDD_department=&optionsFacetsDD_customfield4=
Stop & Shop,https://stopandshop.com,https://stopandshop.careerswithus.com/search-page?v=stopnshoprms
Sweetwater,https://www.sweetwater.com,https://careers.sweetwater.com/us/en/search-results?keywords=data
T-Mobile,https://www.t-mobile.com/stores,https://careers.t-mobile.com/?keyword=data
"Tapestry (Coach/KS/SW""",https://www.tapestry.com,https://careers.tapestry.com/search/?createNewAlert=false&q=data&locationsearch=
Target,https://www.target.com,https://corporate.target.com/careers/job-search?currentPage=1&query=data
"The Athlete's Foot (US""",https://www.theathletesfoot.com,https://www.theathletesfoot.com/join-us/open-positions/
The Fresh Market,https://www.thefreshmarket.com,https://eofd.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs?keyword=data&mode=location
The Home Depot,https://www.homedepot.com,https://careers.homedepot.com/job-search-results?keyword=Data
The North Face,https://www.thenorthface.com,https://vfc.wd5.myworkdayjobs.com/en-US/northface_careers/details/The-North-Face--eCommerce--Manager-Digital-Analytics--AMER-_R-20250815-0035?q=data
The Save Mart Companies,https://www.savemart.com,https://savemart.csod.com/ux/ats/careersite/27/home?c=savemart&sq=data
"The Tile Shop""",https://www.tileshop.com,https://careers.smartrecruiters.com/TheTileShop1
The Vitamin Shoppe,https://www.vitaminshoppe.com,https://corporatecareers-vitaminshoppe.icims.com/jobs/search?ss=1&searchKeyword=data
Theisen's,https://www.theisens.com,https://recruiting.paylocity.com/recruiting/jobs/All/d6987efd-9d62-463e-ae8f-c6f20ad0519d/Theisens-Inc?search=data&location=All%20Locations&department=All%20Departments
Tiffany & Co.,https://www.tiffany.com,https://www.tiffanycareers.com/#en/sites/CX/jobs?keyword=data&location=United+States&locationId=300000000311173&locationLevel=country&mode=location
Timberland,https://www.timberland.com,https://vfc.wd5.myworkdayjobs.com/en-US/timberland_careers?q=data
Tire Rack,https://www.tirerack.com,https://www.tirerack.com/careers/index.jsp#careers
"Tommy Hilfiger (PVH""",https://usa.tommy.com,https://careers.pvh.com/jobs/search?page=1&country_codes%5B%5D=US&query=data
Torrid,https://www.torrid.com,https://torridcareers.ttcportals.com/search/jobs?q=data
Tory Burch,https://www.toryburch.com,https://www.themuse.com/search/keyword/data/company/toryburch
Total Wine & More,https://www.totalwine.com,https://careers.totalwine.com/job-search-results/?keyword=data
Tractor Supply Co.,https://www.tractorsupply.com,https://www.tractorsupply.careers/search/?searchby=distance&createNewAlert=false&q=data&geolocation=&d=10&lat=&lon=&optionsFacetsDD_department=&optionsFacetsDD_customfield1=
Trader Joe's,https://www.traderjoes.com,https://traderjoes.avature.net/careers/SearchJobs/?1884=20061920&1884_format=1863&listFilterMode=1
True Value,https://www.truevalue.com,https://truevalue.jobs.net/jobs?keywords=data&location=
"Tuft & Needle""",https://www.tuftandneedle.com,https://careers.sertasimmons.com/search/?createNewAlert=false&q=data&locationsearch=&optionsFacetsDD_customfield1=&optionsFacetsDD_customfield3=
"Tumi""",https://www.tumi.com,https://careers.tumi.com/?_gl=1*8bkt65*_gcl_au*NzUyOTAwNTU1LjE3NTY5NTk5ODE.#en/sites/CX_1
Twin Liquors,https://twinliquors.com,https://recruiting.paylocity.com/recruiting/jobs/All/7d4c4ce1-6866-4234-a69a-e982319c6fce/Twin-Liquors-LP?search=data&location=All%20Locations&department=All%20Departments
"UGG (Deckers""",https://www.ugg.com,https://deckers.wd5.myworkdayjobs.com/en-US/Deckers?q=data
Uline,https://www.uline.com,https://www.uline.jobs/JobSearchResults?culture=en&searchType=1&search=data&radius=50
Ulta Beauty,https://www.ulta.com,https://careers.ulta.com/careers/jobs?keywords=data&location=
Under Armour,https://www.underarmour.com,https://careers.underarmour.com/search/?searchby=location&createNewAlert=false&q=data&locationsearch=&geolocation=
United Supermarkets,https://www.unitedsupermarkets.com,"https://css-unitedtexas-prd.inforcloudsuite.com/hcm/Jobs/form/JobBoard%281,EXTERNAL%29.JobSearchCompositeForm?navigation=JobBoard%281,EXTERNAL%29.JobSearchCompositeFormNav&csk.JobBoard=EXTERNAL&csk.HROrganization=1"
Urban Outfitters,https://www.urbanoutfitters.com,https://homeoffice-na-urbn.icims.com/jobs/search?ss=1&searchKeyword=data&searchRelation=keyword_all
"UScellular""",https://www.uscellular.com,https://uscellular.jobs/job-search/?keyword=data&action=%2Fjob-search&method=get&page=1&radius=50
Vallarta Supermarkets,https://vallartasupermarkets.com,https://vallartasupermarkets.com/en/careers/
Valu Home Centers,https://www.valuhomecenters.com,https://www.doitbestcareers.com/openings/
Vans,https://www.vans.com,https://vfc.wd5.myworkdayjobs.com/en-US/vans_careers?q=data&jobFamilyGroup=fac9552bb6d910c0b5b023a0a819a7c7&jobFamilyGroup=fac9552bb6d910c0b5b02d2b0a19a7d3&jobFamilyGroup=0fdcfcb7dcf101cad8737f0a275efba3&jobFamilyGroup=0fdcfcb7dcf101088c04520a275eeea3&jobFamilyGroup=fac9552bb6d910c0b5b02b158029a7cf&jobFamilyGroup=fac9552bb6d910c0b5b01dd2b9a9a7b9&jobFamilyGroup=0fdcfcb7dcf1019ce848750a275ef8a3&jobFamilyGroup=fac9552bb6d910c0b5b00d692819a7a1&jobFamilyGroup=fac9552bb6d910c0b5b0294ee159a7cd&jobFamilyGroup=fac9552bb6d910c0b5b0163f4991a7ad
Verizon,https://www.verizon.com/stores,https://mycareer.verizon.com/jobs/?search=data&location=
Victra (Verizon Authorized Retailer),https://victra.com,https://careers.victra.com/?keyword=data
Vineyard Vines,https://www.vineyardvines.com,https://recruiting.ultipro.com/VIN1003VINE/JobBoard/40482047-a7f3-434d-bd61-d246ea779eaa/?q=data&o=relevance&w=&wc=&we=&wpst=
Visionworks,https://www.visionworks.com,https://jobs.dayforcehcm.com/en-US/visionworks/SupportCenter?searchText=data
Von Maur,https://www.vonmaur.com,https://jobs.dayforcehcm.com/en-US/vonmaur/CANDIDATEPORTALVONMAUR?searchText=data
"W.W. Grainger""",https://www.grainger.com,https://jobs.grainger.com/search/?createNewAlert=false&q=data&locationsearch=
Walgreens,https://www.walgreens.com,https://jobs.walgreens.com/en/search-jobs/data/1242/1
Warby Parker,https://www.warbyparker.com,https://www.warbyparker.com/careers/all-jobs
Wawa,https://www.wawa.com,https://careers.wawa.com/us/en/search-results?keywords=data
Wayfair,https://www.wayfair.com,https://www.wayfair.com/careers/jobs?keywords=data&locationIds=&stateIds=&countryIds=
Wegmans,https://www.wegmans.com,https://jobs.wegmans.com/en/search-jobs/data/1839/1?fl=6252001
Weis Markets,https://www.weismarkets.com,https://jobs.weismarkets.com/job-search?keyword=data
West Elm,https://www.westelm.com,https://ehac.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs?keyword=data&mode=location
White House Black Market,https://www.whitehouseblackmarket.com,https://jobs.chicos.com/jobs/?search_term=data
Whole Foods Market,https://www.wholefoodsmarket.com,https://careers.wholefoodsmarket.com/global/en
Williams-Sonoma,https://www.williams-sonoma.com,https://ehac.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs?keyword=data&mode=location
WinCo Foods,https://www.wincofoods.com,https://careers-winco.icims.com/jobs/search?ss=1&searchKeyword=data
Winn-Dixie,https://www.winndixie.com,https://www.segrocers.com/job-search-results/#!?keyword=data#!%23!
Xfinity (Comcast),https://www.xfinity.com/stores,https://jobs.comcast.com/search-jobs/data/45483/1
Yankee Candle,https://www.yankeecandle.com,https://jobs.newellbrands.com/search/?createNewAlert=false&q=data&optionsFacetsDD_department=&optionsFacetsDD_customfield3=&optionsFacetsDD_dept=&optionsFacetsDD_facility=&optionsFacetsDD_customfield4=&optionsFacetsDD_customfield5=
YETI,https://www.yeti.com,https://yeticoolers.wd5.myworkdayjobs.com/YETI?q=data
Zales,https://www.zales.com,https://signetjewelers.wd1.myworkdayjobs.com/SignetCorporateCareers?q=data
Zenni Optical,https://www.zennioptical.com,https://job-boards.greenhouse.io/zennioptical?keyword=data
Zupan's Markets,https://www.zupans.com,https://www.zupans.com/careers/
